SAMPID	SMTSD	IndidualID
GTEX-13O21-0126-SM-5IJE8	Adrenal Gland	13O21
GTEX-13O21-0326-SM-5J1N9	Heart - Atrial Appendage	13O21
GTEX-13O21-0426-SM-5K7VR	Artery - Aorta	13O21
GTEX-13O21-0626-SM-5IJDI	Esophagus - Mucosa	13O21
GTEX-13O21-0726-SM-5L3EG	Esophagus - Gastroesophageal Junction	13O21
GTEX-13O21-0826-SM-5J2NU	Esophagus - Muscularis	13O21
GTEX-13O21-0926-SM-5IFGT	Stomach	13O21
GTEX-13O21-1026-SM-5IJDU	Small Intestine - Terminal Ileum	13O21
GTEX-13O21-1126-SM-5N9EV	Prostate	13O21
GTEX-13O21-1226-SM-5J2MK	Testis	13O21
GTEX-13O21-1426-SM-5K7XI	Skin - Sun Exposed (Lower leg)	13O21
GTEX-13O21-1526-SM-5K7W4	Adipose - Subcutaneous	13O21
GTEX-13O21-1726-SM-5MR5A	Muscle - Skeletal	13O21
GTEX-13O21-1826-SM-5MR5M	Nerve - Tibial	13O21
GTEX-13O21-1926-SM-5MR39	Minor Salivary Gland	13O21
GTEX-13O21-2226-SM-5MR3L	Thyroid	13O21
GTEX-13O21-2326-SM-5MR3X	Heart - Left Ventricle	13O21
GTEX-13O21-2426-SM-5MR4A	Colon - Transverse	13O21
GTEX-13O21-2526-SM-5J1OZ	Artery - Tibial	13O21
GTEX-13O21-2926-SM-5J1OU	Artery - Coronary	13O21
GTEX-13O21-3026-SM-5J2NI	Lung	13O21
GTEX-13O21-3126-SM-5J1OI	Adipose - Visceral (Omentum)	13O21
GTEX-13O3O-0011-R10a-SM-5LUA9	Brain - Frontal Cortex (BA9)	13O3O
GTEX-13O3O-0011-R11b-SM-5KM4G	Brain - Cerebellar Hemisphere	13O3O
GTEX-13O3O-0011-R1b-SM-5KM2K	Brain - Hippocampus	13O3O
GTEX-13O3O-0011-R2b-SM-5P9H1	Brain - Substantia nigra	13O3O
GTEX-13O3O-0011-R3b-SM-5KM3R	Brain - Anterior cingulate cortex (BA24)	13O3O
GTEX-13O3O-0011-R4b-SM-5KM3F	Brain - Amygdala	13O3O
GTEX-13O3O-0011-R5b-SM-5KM44	Brain - Caudate (basal ganglia)	13O3O
GTEX-13O3O-0011-R6b-SM-5P9GY	Brain - Nucleus accumbens (basal ganglia)	13O3O
GTEX-13O3O-0011-R7b-SM-5P9GZ	Brain - Putamen (basal ganglia)	13O3O
GTEX-13O3O-0011-R8b-SM-5LUAL	Brain - Hypothalamus	13O3O
GTEX-13O3O-0126-SM-E9J49	Skin - Sun Exposed (Lower leg)	13O3O
GTEX-13O3O-0326-SM-5K7W2	Nerve - Tibial	13O3O
GTEX-13O3O-0426-SM-5KM2Y	Artery - Tibial	13O3O
GTEX-13O3O-0526-SM-5J1NL	Muscle - Skeletal	13O3O
GTEX-13O3O-0726-SM-5J1N7	Lung	13O3O
GTEX-13O3O-0826-SM-5K7WE	Breast - Mammary Tissue	13O3O
GTEX-13O3O-0926-SM-5KM1F	Thyroid	13O3O
GTEX-13O3O-1126-SM-5KM4Q	Artery - Aorta	13O3O
GTEX-13O3O-1426-SM-5KM2S	Heart - Atrial Appendage	13O3O
GTEX-13O3O-1526-SM-5KM1C	Heart - Left Ventricle	13O3O
GTEX-13O3O-1626-SM-5KM1O	Adrenal Gland	13O3O
GTEX-13O3O-1826-SM-5IFGW	Liver	13O3O
GTEX-13O3O-2326-SM-5IJD6	Skin - Not Sun Exposed (Suprapubic)	13O3O
GTEX-13O3O-2526-SM-5L3DR	Colon - Transverse	13O3O
GTEX-13O3O-2726-SM-5KM35	Ovary	13O3O
GTEX-13O3O-3026-SM-5KM42	Brain - Cerebellum	13O3O
GTEX-13O3O-3126-SM-5KM3H	Brain - Cortex	13O3O
GTEX-13O3P-0126-SM-5KM4S	Skin - Sun Exposed (Lower leg)	13O3P
GTEX-13O3P-0226-SM-5KM3Z	Adipose - Subcutaneous	13O3P
GTEX-13O3P-0326-SM-5K7VM	Nerve - Tibial	13O3P
GTEX-13O3P-0526-SM-5K7UT	Artery - Tibial	13O3P
GTEX-13O3P-0626-SM-5L3D5	Muscle - Skeletal	13O3P
GTEX-13O3P-0726-SM-5J2OM	Thyroid	13O3P
GTEX-13O3P-0826-SM-5L3DH	Breast - Mammary Tissue	13O3P
GTEX-13O3P-0926-SM-5IFFI	Adipose - Visceral (Omentum)	13O3P
GTEX-13O3P-1026-SM-5N9E7	Lung	13O3P
GTEX-13O3P-1126-SM-5L3FG	Artery - Aorta	13O3P
GTEX-13O3P-1326-SM-5K7Y8	Esophagus - Muscularis	13O3P
GTEX-13O3P-1426-SM-5L3DT	Heart - Atrial Appendage	13O3P
GTEX-13O3P-1626-SM-5K7X3	Heart - Left Ventricle	13O3P
GTEX-13O3P-2326-SM-5KM55	Colon - Transverse	13O3P
GTEX-13O3P-2726-SM-5KM2R	Esophagus - Gastroesophageal Junction	13O3P
GTEX-13O3Q-0011-R10b-SM-5KM39	Brain - Frontal Cortex (BA9)	13O3Q
GTEX-13O3Q-0011-R11b-SM-5KM2W	Brain - Cerebellar Hemisphere	13O3Q
GTEX-13O3Q-0011-R1b-SM-5KM3L	Brain - Hippocampus	13O3Q
GTEX-13O3Q-0011-R2b-SM-5KM3K	Brain - Substantia nigra	13O3Q
GTEX-13O3Q-0011-R3a-SM-5P9H3	Brain - Anterior cingulate cortex (BA24)	13O3Q
GTEX-13O3Q-0011-R4a-SM-5P9H2	Brain - Amygdala	13O3Q
GTEX-13O3Q-0011-R5b-SM-5P9H4	Brain - Caudate (basal ganglia)	13O3Q
GTEX-13O3Q-0011-R6a-SM-5KM2V	Brain - Nucleus accumbens (basal ganglia)	13O3Q
GTEX-13O3Q-0011-R7a-SM-5KM38	Brain - Putamen (basal ganglia)	13O3Q
GTEX-13O3Q-0011-R8b-SM-5KM2J	Brain - Hypothalamus	13O3Q
GTEX-13O3Q-0126-SM-5KM34	Skin - Not Sun Exposed (Suprapubic)	13O3Q
GTEX-13O3Q-0326-SM-5L3FE	Heart - Atrial Appendage	13O3Q
GTEX-13O3Q-0526-SM-5KM18	Lung	13O3Q
GTEX-13O3Q-0626-SM-5IJG1	Thyroid	13O3Q
GTEX-13O3Q-0826-SM-5IFGF	Esophagus - Mucosa	13O3Q
GTEX-13O3Q-1126-SM-5K7YK	Adipose - Visceral (Omentum)	13O3Q
GTEX-13O3Q-2126-SM-5KM4C	Stomach	13O3Q
GTEX-13O3Q-2226-SM-5KM4O	Breast - Mammary Tissue	13O3Q
GTEX-13O3Q-2326-SM-5KM3G	Adipose - Subcutaneous	13O3Q
GTEX-13O3Q-2426-SM-5IJBR	Skin - Sun Exposed (Lower leg)	13O3Q
GTEX-13O3Q-2526-SM-5IJC4	Artery - Tibial	13O3Q
GTEX-13O3Q-2626-SM-5KM3S	Nerve - Tibial	13O3Q
GTEX-13O3Q-2726-SM-5KM51	Muscle - Skeletal	13O3Q
GTEX-13O3Q-2926-SM-5KM45	Brain - Cortex	13O3Q
GTEX-13O3Q-3026-SM-5IJGD	Brain - Cerebellum	13O3Q
GTEX-13O61-0005-SM-5O9AU	Whole Blood	13O61
GTEX-13O61-0126-SM-5KM4P	Adrenal Gland	13O61
GTEX-13O61-0226-SM-5KM52	Thyroid	13O61
GTEX-13O61-0326-SM-5KM2O	Artery - Aorta	13O61
GTEX-13O61-0426-SM-5L3ET	Heart - Atrial Appendage	13O61
GTEX-13O61-0526-SM-5J2M1	Heart - Left Ventricle	13O61
GTEX-13O61-0626-SM-5L3D1	Artery - Coronary	13O61
GTEX-13O61-0726-SM-5J2MD	Lung	13O61
GTEX-13O61-0926-SM-5IFFE	Esophagus - Mucosa	13O61
GTEX-13O61-1026-SM-5L3F6	Esophagus - Muscularis	13O61
GTEX-13O61-1126-SM-5L3FI	Stomach	13O61
GTEX-13O61-1226-SM-5KM21	Esophagus - Gastroesophageal Junction	13O61
GTEX-13O61-1326-SM-5KM31	Small Intestine - Terminal Ileum	13O61
GTEX-13O61-1426-SM-5KM3D	Skin - Not Sun Exposed (Suprapubic)	13O61
GTEX-13O61-1526-SM-5KM3P	Colon - Sigmoid	13O61
GTEX-13O61-1626-SM-5KM3T	Colon - Transverse	13O61
GTEX-13O61-1726-SM-5KM46	Prostate	13O61
GTEX-13O61-1826-SM-5KM4I	Breast - Mammary Tissue	13O61
GTEX-13O61-1926-SM-5KM1R	Adipose - Visceral (Omentum)	13O61
GTEX-13O61-2026-SM-5J2M6	Testis	13O61
GTEX-13O61-2126-SM-5IJEO	Pancreas	13O61
GTEX-13O61-2326-SM-5J1NJ	Muscle - Skeletal	13O61
GTEX-13O61-2426-SM-5J1NV	Adipose - Subcutaneous	13O61
GTEX-13O61-2526-SM-5J1O8	Artery - Tibial	13O61
GTEX-13O61-2626-SM-5KM4U	Nerve - Tibial	13O61
GTEX-13OVG-0005-SM-5P9HA	Whole Blood	13OVG
GTEX-13OVG-0226-SM-5LU93	Thyroid	13OVG
GTEX-13OVG-0326-SM-5KM57	Lung	13OVG
GTEX-13OVG-0426-SM-5KM2T	Heart - Atrial Appendage	13OVG
GTEX-13OVG-0526-SM-5K7YD	Heart - Left Ventricle	13OVG
GTEX-13OVG-0626-SM-5IFEP	Esophagus - Mucosa	13OVG
GTEX-13OVG-0726-SM-5IJBY	Artery - Coronary	13OVG
GTEX-13OVG-0826-SM-5L3D8	Artery - Aorta	13OVG
GTEX-13OVG-0926-SM-5J2OJ	Esophagus - Muscularis	13OVG
GTEX-13OVG-1026-SM-5KLZ3	Esophagus - Gastroesophageal Junction	13OVG
GTEX-13OVG-1326-SM-5K7Y3	Adipose - Visceral (Omentum)	13OVG
GTEX-13OVG-1426-SM-5K7VP	Colon - Transverse	13OVG
GTEX-13OVG-1626-SM-5J1NF	Skin - Not Sun Exposed (Suprapubic)	13OVG
GTEX-13OVG-1926-SM-5L3DK	Skin - Sun Exposed (Lower leg)	13OVG
GTEX-13OVG-2126-SM-5KM1K	Muscle - Skeletal	13OVG
GTEX-13OVG-2226-SM-5K7V8	Nerve - Tibial	13OVG
GTEX-13OVG-2326-SM-5J1OV	Artery - Tibial	13OVG
GTEX-13OVH-0005-SM-5P9HB	Whole Blood	13OVH
GTEX-13OVH-0011-R11b-SM-5KM4X	Brain - Cerebellar Hemisphere	13OVH
GTEX-13OVH-0011-R3a-SM-5KM49	Brain - Anterior cingulate cortex (BA24)	13OVH
GTEX-13OVH-0011-R4a-SM-5KM3W	Brain - Amygdala	13OVH
GTEX-13OVH-0011-R5b-SM-5KM4L	Brain - Caudate (basal ganglia)	13OVH
GTEX-13OVH-0011-R6b-SM-5LUAX	Brain - Nucleus accumbens (basal ganglia)	13OVH
GTEX-13OVH-0011-R8b-SM-5MR35	Brain - Hypothalamus	13OVH
GTEX-13OVH-0126-SM-5MR4B	Skin - Sun Exposed (Lower leg)	13OVH
GTEX-13OVH-0426-SM-5K7UC	Artery - Tibial	13OVH
GTEX-13OVH-0526-SM-5L3E6	Skin - Not Sun Exposed (Suprapubic)	13OVH
GTEX-13OVH-0626-SM-5L3EI	Muscle - Skeletal	13OVH
GTEX-13OVH-0726-SM-5N9BU	Testis	13OVH
GTEX-13OVH-1026-SM-5J2NP	Lung	13OVH
GTEX-13OVH-1126-SM-5K7YP	Adipose - Visceral (Omentum)	13OVH
GTEX-13OVH-1826-SM-5K7YW	Esophagus - Gastroesophageal Junction	13OVH
GTEX-13OVH-2926-SM-5IJFH	Brain - Cerebellum	13OVH
GTEX-13OVH-3026-SM-5MR4N	Brain - Cortex	13OVH
GTEX-13OVH-3126-SM-5MR4Z	Pituitary	13OVH
GTEX-13OVI-0001-SM-5O9BL	Whole Blood	13OVI
GTEX-13OVI-0326-SM-5K7X1	Heart - Atrial Appendage	13OVI
GTEX-13OVI-0526-SM-5IFFQ	Pancreas	13OVI
GTEX-13OVI-0626-SM-5IJCN	Artery - Aorta	13OVI
GTEX-13OVI-0726-SM-5L3DD	Ovary	13OVI
GTEX-13OVI-0826-SM-5KLZ8	Thyroid	13OVI
GTEX-13OVI-0926-SM-5J1MI	Vagina	13OVI
GTEX-13OVI-1026-SM-5L3EM	Uterus	13OVI
GTEX-13OVI-1126-SM-5KLZF	Kidney - Cortex	13OVI
GTEX-13OVI-1226-SM-5J2ME	Adrenal Gland	13OVI
GTEX-13OVI-1326-SM-5IJBO	Adipose - Subcutaneous	13OVI
GTEX-13OVI-1426-SM-5L3EY	Skin - Sun Exposed (Lower leg)	13OVI
GTEX-13OVI-1526-SM-5K7VX	Nerve - Tibial	13OVI
GTEX-13OVI-1726-SM-5L3DW	Muscle - Skeletal	13OVI
GTEX-13OVI-1926-SM-5IJCG	Small Intestine - Terminal Ileum	13OVI
GTEX-13OVI-2026-SM-5J1MU	Colon - Transverse	13OVI
GTEX-13OVI-2126-SM-5KM3U	Colon - Sigmoid	13OVI
GTEX-13OVI-2326-SM-5KM47	Minor Salivary Gland	13OVI
GTEX-13OVI-2426-SM-5KM4J	Stomach	13OVI
GTEX-13OVI-2526-SM-5KM4V	Esophagus - Muscularis	13OVI
GTEX-13OVI-2626-SM-5KM4T	Esophagus - Mucosa	13OVI
GTEX-13OVJ-0006-SM-5O98T	Whole Blood	13OVJ
GTEX-13OVJ-0011-R10b-SM-5L3HT	Brain - Frontal Cortex (BA9)	13OVJ
GTEX-13OVJ-0011-R11a-SM-5P9H8	Brain - Cerebellar Hemisphere	13OVJ
GTEX-13OVJ-0011-R1b-SM-5L3I6	Brain - Hippocampus	13OVJ
GTEX-13OVJ-0011-R2b-SM-5L3GP	Brain - Substantia nigra	13OVJ
GTEX-13OVJ-0011-R4b-SM-5P9H5	Brain - Amygdala	13OVJ
GTEX-13OVJ-0011-R5a-SM-5P9H7	Brain - Caudate (basal ganglia)	13OVJ
GTEX-13OVJ-0011-R6b-SM-5L3GH	Brain - Nucleus accumbens (basal ganglia)	13OVJ
GTEX-13OVJ-0011-R7a-SM-5L3G1	Brain - Putamen (basal ganglia)	13OVJ
GTEX-13OVJ-0011-R8b-SM-5L3FS	Brain - Hypothalamus	13OVJ
GTEX-13OVJ-0011-R9b-SM-5L3GD	Brain - Spinal cord (cervical c-1)	13OVJ
GTEX-13OVJ-0126-SM-5KM36	Skin - Sun Exposed (Lower leg)	13OVJ
GTEX-13OVJ-0226-SM-5L3GK	Muscle - Skeletal	13OVJ
GTEX-13OVJ-0326-SM-5L3GL	Adipose - Subcutaneous	13OVJ
GTEX-13OVJ-0426-SM-5L3GX	Nerve - Tibial	13OVJ
GTEX-13OVJ-0626-SM-5J2O2	Thyroid	13OVJ
GTEX-13OVJ-0726-SM-5KM1W	Lung	13OVJ
GTEX-13OVJ-0826-SM-5J1OK	Skin - Not Sun Exposed (Suprapubic)	13OVJ
GTEX-13OVJ-0926-SM-5K7U1	Adipose - Visceral (Omentum)	13OVJ
GTEX-13OVJ-1226-SM-5L3HA	Esophagus - Mucosa	13OVJ
GTEX-13OVJ-1326-SM-5K7Z9	Esophagus - Muscularis	13OVJ
GTEX-13OVJ-1426-SM-5K7Z2	Esophagus - Gastroesophageal Junction	13OVJ
GTEX-13OVJ-1726-SM-5IJDZ	Colon - Transverse	13OVJ
GTEX-13OVJ-1826-SM-5KM2D	Colon - Sigmoid	13OVJ
GTEX-13OVJ-2326-SM-5IJGA	Uterus	13OVJ
GTEX-13OVJ-2426-SM-5KM3I	Ovary	13OVJ
GTEX-13OVJ-2626-SM-5IJFT	Pituitary	13OVJ
GTEX-13OVJ-2726-SM-5IJG6	Brain - Cerebellum	13OVJ
GTEX-13OVJ-2826-SM-5L3GW	Brain - Cortex	13OVJ
GTEX-13OVK-0006-SM-5O9B7	Whole Blood	13OVK
GTEX-13OVK-0226-SM-6M472	Thyroid	13OVK
GTEX-13OVK-0326-SM-7KUEJ	Adipose - Visceral (Omentum)	13OVK
GTEX-13OVK-0426-SM-7KFT8	Spleen	13OVK
GTEX-13OVK-0826-SM-7KULZ	Colon - Transverse	13OVK
GTEX-13OVK-0926-SM-7KUFX	Stomach	13OVK
GTEX-13OVK-1026-SM-7KFTC	Colon - Sigmoid	13OVK
GTEX-13OVK-1126-SM-6PAMR	Esophagus - Mucosa	13OVK
GTEX-13OVK-1226-SM-6M473	Esophagus - Muscularis	13OVK
GTEX-13OVK-1426-SM-6PAN7	Skin - Not Sun Exposed (Suprapubic)	13OVK
GTEX-13OVK-1726-SM-7KUE9	Artery - Tibial	13OVK
GTEX-13OVK-1826-SM-6PALE	Minor Salivary Gland	13OVK
GTEX-13OVK-1926-SM-6M48G	Muscle - Skeletal	13OVK
GTEX-13OVK-2026-SM-7KUEO	Skin - Sun Exposed (Lower leg)	13OVK
GTEX-13OVK-2126-SM-6PAN1	Adipose - Subcutaneous	13OVK
GTEX-13OVK-2226-SM-6LPJY	Testis	13OVK
GTEX-13OVL-0006-SM-5O996	Whole Blood	13OVL
GTEX-13OVL-0011-R10a-SM-5L3GS	Brain - Frontal Cortex (BA9)	13OVL
GTEX-13OVL-0011-R11b-SM-5L3G7	Brain - Cerebellar Hemisphere	13OVL
GTEX-13OVL-0011-R1a-SM-5L3H5	Brain - Hippocampus	13OVL
GTEX-13OVL-0011-R3b-SM-5L3I8	Brain - Anterior cingulate cortex (BA24)	13OVL
GTEX-13OVL-0011-R4b-SM-5L3HV	Brain - Amygdala	13OVL
GTEX-13OVL-0011-R5b-SM-5L3FU	Brain - Caudate (basal ganglia)	13OVL
GTEX-13OVL-0011-R6a-SM-5L3G4	Brain - Nucleus accumbens (basal ganglia)	13OVL
GTEX-13OVL-0011-R7a-SM-5P9GW	Brain - Putamen (basal ganglia)	13OVL
GTEX-13OVL-0011-R8a-SM-5L3HH	Brain - Hypothalamus	13OVL
GTEX-13OVL-0011-R9a-SM-5P9GX	Brain - Spinal cord (cervical c-1)	13OVL
GTEX-13OVL-0126-SM-5L3GJ	Skin - Not Sun Exposed (Suprapubic)	13OVL
GTEX-13OVL-0226-SM-5L3E9	Skin - Sun Exposed (Lower leg)	13OVL
GTEX-13OVL-0326-SM-5IJCS	Adipose - Subcutaneous	13OVL
GTEX-13OVL-0426-SM-5IFG6	Testis	13OVL
GTEX-13OVL-0526-SM-5KLZQ	Heart - Left Ventricle	13OVL
GTEX-13OVL-0626-SM-5KM13	Lung	13OVL
GTEX-13OVL-0826-SM-5L3GV	Adipose - Visceral (Omentum)	13OVL
GTEX-13OVL-1326-SM-5IJCZ	Artery - Tibial	13OVL
GTEX-13OVL-1426-SM-5IJC1	Muscle - Skeletal	13OVL
GTEX-13OVL-1526-SM-5K7WA	Nerve - Tibial	13OVL
GTEX-13OVL-1826-SM-5KLZR	Kidney - Cortex	13OVL
GTEX-13OVL-1926-SM-5KM14	Esophagus - Muscularis	13OVL
GTEX-13OVL-2726-SM-5J2MP	Esophagus - Gastroesophageal Junction	13OVL
GTEX-13OVL-2926-SM-5IFG3	Minor Salivary Gland	13OVL
GTEX-13OVL-3026-SM-5IJF1	Brain - Cerebellum	13OVL
GTEX-13OVL-3226-SM-5L3H8	Pituitary	13OVL
GTEX-13OW5-0011-R11b-SM-5L3GG	Brain - Cerebellar Hemisphere	13OW5
GTEX-13OW5-0011-R1b-SM-5L3GE	Brain - Hippocampus	13OW5
GTEX-13OW5-0011-R3a-SM-5L3I5	Brain - Anterior cingulate cortex (BA24)	13OW5
GTEX-13OW5-0011-R4b-SM-5L3HS	Brain - Amygdala	13OW5
GTEX-13OW5-0011-R5b-SM-5L3FR	Brain - Caudate (basal ganglia)	13OW5
GTEX-13OW5-0011-R6b-SM-5O9BW	Brain - Nucleus accumbens (basal ganglia)	13OW5
GTEX-13OW5-0011-R7a-SM-5O9C9	Brain - Putamen (basal ganglia)	13OW5
GTEX-13OW5-0011-R8a-SM-5L3GQ	Brain - Hypothalamus	13OW5
GTEX-13OW5-0011-R9b-SM-5O9CL	Brain - Spinal cord (cervical c-1)	13OW5
GTEX-13OW5-0126-SM-DTXFS	Skin - Sun Exposed (Lower leg)	13OW5
GTEX-13OW5-0326-SM-5L3HK	Muscle - Skeletal	13OW5
GTEX-13OW5-0626-SM-5J2N2	Thyroid	13OW5
GTEX-13OW5-0726-SM-5KLZK	Lung	13OW5
GTEX-13OW5-0826-SM-5J1NE	Artery - Aorta	13OW5
GTEX-13OW5-0926-SM-5L3GZ	Heart - Atrial Appendage	13OW5
GTEX-13OW5-1126-SM-5J1NR	Heart - Left Ventricle	13OW5
GTEX-13OW5-2226-SM-5L3HC	Breast - Mammary Tissue	13OW5
GTEX-13OW5-2326-SM-5L3HO	Skin - Not Sun Exposed (Suprapubic)	13OW5
GTEX-13OW5-2526-SM-5L3I1	Testis	13OW5
GTEX-13OW5-2626-SM-5MR3M	Colon - Transverse	13OW5
GTEX-13OW5-2826-SM-5KM1G	Colon - Sigmoid	13OW5
GTEX-13OW5-2926-SM-5IJF2	Pituitary	13OW5
GTEX-13OW5-3126-SM-5MR3Y	Brain - Cerebellum	13OW5
GTEX-13OW6-0005-SM-5NQ9Z	Whole Blood	13OW6
GTEX-13OW6-0011-R10a-SM-5L3HE	Brain - Frontal Cortex (BA9)	13OW6
GTEX-13OW6-0011-R11a-SM-5L3H2	Brain - Cerebellar Hemisphere	13OW6
GTEX-13OW6-0011-R1a-SM-5L3HQ	Brain - Hippocampus	13OW6
GTEX-13OW6-0011-R2a-SM-5L3HG	Brain - Substantia nigra	13OW6
GTEX-13OW6-0011-R4a-SM-5O9DX	Brain - Amygdala	13OW6
GTEX-13OW6-0011-R5a-SM-5O9BK	Brain - Caudate (basal ganglia)	13OW6
GTEX-13OW6-0011-R6b-SM-5L3GR	Brain - Nucleus accumbens (basal ganglia)	13OW6
GTEX-13OW6-0011-R7b-SM-5L3H4	Brain - Putamen (basal ganglia)	13OW6
GTEX-13OW6-0011-R8a-SM-5L3GF	Brain - Hypothalamus	13OW6
GTEX-13OW6-0126-SM-5IJGM	Testis	13OW6
GTEX-13OW6-0226-SM-5J1NB	Nerve - Tibial	13OW6
GTEX-13OW6-0326-SM-5L3H9	Artery - Tibial	13OW6
GTEX-13OW6-0426-SM-5L3HM	Skin - Sun Exposed (Lower leg)	13OW6
GTEX-13OW6-0526-SM-5L3HY	Adipose - Subcutaneous	13OW6
GTEX-13OW6-0626-SM-5L3IB	Muscle - Skeletal	13OW6
GTEX-13OW6-0726-SM-5L3FX	Thyroid	13OW6
GTEX-13OW6-0826-SM-5L3GA	Lung	13OW6
GTEX-13OW6-0926-SM-5L3GM	Heart - Atrial Appendage	13OW6
GTEX-13OW6-1126-SM-5L3HL	Heart - Left Ventricle	13OW6
GTEX-13OW6-1426-SM-5L3EU	Esophagus - Muscularis	13OW6
GTEX-13OW6-1526-SM-5L3HX	Artery - Aorta	13OW6
GTEX-13OW6-1626-SM-5IJD5	Esophagus - Gastroesophageal Junction	13OW6
GTEX-13OW6-1726-SM-5IJGI	Adrenal Gland	13OW6
GTEX-13OW6-1826-SM-5N9F9	Kidney - Cortex	13OW6
GTEX-13OW6-2126-SM-5N9GL	Colon - Transverse	13OW6
GTEX-13OW6-2226-SM-5N9FL	Colon - Sigmoid	13OW6
GTEX-13OW6-2426-SM-5K7WO	Adipose - Visceral (Omentum)	13OW6
GTEX-13OW6-2526-SM-5IJEC	Stomach	13OW6
GTEX-13OW6-2626-SM-5IFF2	Liver	13OW6
GTEX-13OW6-2726-SM-5J2OE	Skin - Not Sun Exposed (Suprapubic)	13OW6
GTEX-13OW6-2926-SM-5KM29	Brain - Cerebellum	13OW6
GTEX-13OW6-3026-SM-5J2MI	Brain - Cortex	13OW6
GTEX-13OW6-3126-SM-5L3IA	Pituitary	13OW6
GTEX-13OW7-0011-R10a-SM-5L3H3	Brain - Frontal Cortex (BA9)	13OW7
GTEX-13OW7-0011-R11a-SM-5O9DY	Brain - Cerebellar Hemisphere	13OW7
GTEX-13OW7-0011-R1b-SM-5L3HF	Brain - Hippocampus	13OW7
GTEX-13OW7-0011-R3a-SM-5O9DA	Brain - Anterior cingulate cortex (BA24)	13OW7
GTEX-13OW7-0011-R4b-SM-5O9CX	Brain - Amygdala	13OW7
GTEX-13OW7-0011-R5b-SM-5O9DM	Brain - Caudate (basal ganglia)	13OW7
GTEX-13OW7-0011-R8b-SM-5L3HR	Brain - Hypothalamus	13OW7
GTEX-13OW7-0126-SM-5MR3B	Skin - Sun Exposed (Lower leg)	13OW7
GTEX-13OW7-0226-SM-5MR3N	Adipose - Subcutaneous	13OW7
GTEX-13OW7-0326-SM-5J1MP	Muscle - Skeletal	13OW7
GTEX-13OW7-0426-SM-5K7VK	Skin - Not Sun Exposed (Suprapubic)	13OW7
GTEX-13OW7-0526-SM-5J1N2	Nerve - Tibial	13OW7
GTEX-13OW7-0626-SM-5K7UD	Artery - Tibial	13OW7
GTEX-13OW7-0826-SM-5L3EL	Thyroid	13OW7
GTEX-13OW7-0926-SM-5L3EX	Lung	13OW7
GTEX-13OW7-1126-SM-5K7V6	Adipose - Visceral (Omentum)	13OW7
GTEX-13OW7-1626-SM-5IJDH	Heart - Atrial Appendage	13OW7
GTEX-13OW7-1926-SM-5LUB4	Esophagus - Gastroesophageal Junction	13OW7
GTEX-13OW7-2726-SM-5L3HN	Adrenal Gland	13OW7
GTEX-13OW7-2926-SM-5MR3Z	Brain - Cerebellum	13OW7
GTEX-13OW7-3026-SM-5L3GY	Brain - Cortex	13OW7
GTEX-13OW7-3126-SM-5L3HB	Pituitary	13OW7
GTEX-13OW8-0005-SM-5NQAC	Whole Blood	13OW8
GTEX-13OW8-0011-R10a-SM-5L3H6	Brain - Frontal Cortex (BA9)	13OW8
GTEX-13OW8-0011-R11a-SM-5L3GT	Brain - Cerebellar Hemisphere	13OW8
GTEX-13OW8-0011-R1a-SM-5L3HI	Brain - Hippocampus	13OW8
GTEX-13OW8-0011-R2a-SM-5L3G2	Brain - Substantia nigra	13OW8
GTEX-13OW8-0011-R3a-SM-5L3I4	Brain - Anterior cingulate cortex (BA24)	13OW8
GTEX-13OW8-0011-R4a-SM-9WG6V	Brain - Amygdala	13OW8
GTEX-13OW8-0011-R5b-SM-5L3FQ	Brain - Caudate (basal ganglia)	13OW8
GTEX-13OW8-0011-R6b-SM-5L3I3	Brain - Nucleus accumbens (basal ganglia)	13OW8
GTEX-13OW8-0011-R7a-SM-5L3FP	Brain - Putamen (basal ganglia)	13OW8
GTEX-13OW8-0011-R8a-SM-5L3G5	Brain - Hypothalamus	13OW8
GTEX-13OW8-0126-SM-5IJE5	Thyroid	13OW8
GTEX-13OW8-0226-SM-5K7UP	Breast - Mammary Tissue	13OW8
GTEX-13OW8-0326-SM-5L3FB	Adipose - Visceral (Omentum)	13OW8
GTEX-13OW8-0426-SM-5J2NR	Prostate	13OW8
GTEX-13OW8-0526-SM-5KM24	Testis	13OW8
GTEX-13OW8-1026-SM-5J1NQ	Skin - Not Sun Exposed (Suprapubic)	13OW8
GTEX-13OW8-1226-SM-5K7XD	Adipose - Subcutaneous	13OW8
GTEX-13OW8-1326-SM-5J1OW	Skin - Sun Exposed (Lower leg)	13OW8
GTEX-13OW8-1426-SM-5IJDT	Muscle - Skeletal	13OW8
GTEX-13OW8-1526-SM-5K7V2	Nerve - Tibial	13OW8
GTEX-13OW8-1626-SM-5L3HW	Artery - Tibial	13OW8
GTEX-13OW8-1726-SM-5L3GO	Lung	13OW8
GTEX-13OW8-1826-SM-5L3H1	Artery - Aorta	13OW8
GTEX-13OW8-2026-SM-9WYSA	Artery - Coronary	13OW8
GTEX-13OW8-2126-SM-5J1OS	Heart - Left Ventricle	13OW8
GTEX-13OW8-2226-SM-5K7Z4	Esophagus - Muscularis	13OW8
GTEX-13OW8-2326-SM-5L3I9	Esophagus - Mucosa	13OW8
GTEX-13OW8-2426-SM-9WPNM	Esophagus - Gastroesophageal Junction	13OW8
